RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	UTM	JOG	FC	DSG	PC	CC1	ADM1	ADM2	DIM	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	-561849	-794570	48.1666667	 -53.7166667	481000	-534300	BU93	NM22-10	P	PPL		CA	05				N				BURGOYNECOVE	Burgoyne Cove	Burgoyne Cove	1993-12-14
1	-561849	-794571	48.1666667	 -53.7166667	481000	-534300	BU93	NM22-10	P	PPL		CA	05				V				BURGOYNESCOVE	Burgoynes Cove	Burgoynes Cove	1993-12-14
1	-561850	-794572	47.05	 -55.1833333	470300	-551100	XN31	NL21-03	P	PPL		CA	05				N				BURIN	Burin	Burin	1993-12-14
1	-561851	-794573	47.0166667	 -55.2	470100	-551200	XN30	NL21-03	H	BAY		CA	05				N				BURININLET	Burin Inlet	Burin Inlet	1993-12-14
1	-561852	-794574	47.0166667	 -55.1666667	470100	-551000	XN30	NL21-03	T	ISL		CA	05				N				BURINISLAND	Burin Island	Burin Island	1993-12-14
1	-561853	-794575	47.0	 -55.5	470000	-553000	XN10	NL21-03	T	PEN		CA	05				N				BURINPENINSULA	Burin Peninsula	Burin Peninsula	1993-12-14
1	-561854	-794576	52.1666667	-127.5	521000	-1273000	XT08	NN09-12	H	CHN		CA	02				N				BURKECHANNEL	Burke Channel	Burke Channel	1993-12-14
1	-561855	-794577	44.05	 -78.8	440300	-784800	PJ77	NL17-12	P	PPL		CA	08				N				BURKETONSTATION	Burketon Station	Burketon Station	1993-12-14
1	-561856	-794578	45.6166667	 -79.4166667	453700	-792500	PL25	NL17-09	P	PPL		CA	08				N				BURKSFALLS	Burks Falls	Burks Falls	1993-12-14
1	-561857	-794579	43.3166667	 -79.8	431900	-794800	NH99	NK17-03	P	PPL		CA	08				N				BURLINGTON	Burlington	Burlington	1993-12-14
1	-561858	-794580	49.75	 -56.0333333	494500	-560200	WR61	NM21-08	P	PPL		CA	05				N				BURLINGTON	Burlington	Burlington	1993-12-14
1	-560539	-794581	49.9166667	 -55.8333333	495500	-555000	WR83	NM21-09	T	PEN		CA	05				V				BURLINGTONPENINSULA	Burlington Peninsula	Burlington Peninsula	1993-12-14
1	-561859	-794582	49.25	-122.95	491500	-1225700	EV05	NM10-08	P	PPL		CA	02				N				BURNABY	Burnaby	Burnaby	1993-12-14
1	-561860	-794583	52.4166667	-131.3	522500	-1311800	UU40	NN09-10	T	ISL		CA	02				N				BURNABYISLAND	Burnaby Island	Burnaby Island	1993-12-14
1	-561861	-794584	73.6166667	-123.8833333	733700	-1235300	DG76	NS09-09	H	BAY		CA	13				N				BURNETTBAY	Burnett Bay	Burnett Bay	1993-12-14
1	-561862	-794585	74.5	 -86.25	743000	-861500	EH26	NS15-06	H	BAY		CA	14				V				BURNETTCREEK	Burnett Creek	Burnett Creek	1993-12-14
1	-561862	-794586	74.5	 -86.25	743000	-861500	EH26	NS15-06	H	BAY		CA	14				N				BURNETTINLET	Burnett Inlet	Burnett Inlet	1993-12-14
1	-561863	-794587	75.7833333	-105.45	754700	-1052700	DE81	NS13-01	T	PT		CA	14				N				BURNETTPOINT	Burnett Point	Burnett Point	1993-12-14
1	-561864	-794588	69.6666667	-125.5	694000	-1253000	DC03	NR09-08	H	STM		CA	13				N		Burnett		BURNETTRIVER	Burnett River	Burnett River	1993-12-14
1	-561865	-794589	73.0666667	 -76.3333333	730400	-762000	VG50	NS17-08	T	CAPE 		CA	14				N				BURNEY CAPE	Cape Burney	Cape Burney	1993-12-14
1	-573793	-794590	69.5	-126.0	693000	-1260000	CC81	NR09-08	T	MTS		CA	13				V				BURNINGCLIFFS	Burning Cliffs	Burning Cliffs	1993-12-14
1	-561866	-794591	54.9833333	 -87.95	545900	-875700	DF39	NN16-05	H	STM		CA	08				N		Burning		BURNINGRIVER	Burning River	Burning River	1993-12-14
1	-561867	-794592	48.7	 -53.8	484200	-534800	BU99	NM22-10	P	PPL		CA	05				N				BURNSIDE	Burnside	Burnside	1993-12-14
1	-560751	-794593	66.8333333	-108.0333333	665000	-1080200	XV31	NQ11-08	P	PPL		CA	14				V				BURNSIDEHARBOUR	Burnside Harbour	Burnside Harbour	1999-05-28
1	-561868	-794594	66.85	-108.0666667	665100	-1080400	XV21	NQ11-08	H	STM		CA	14				N		Burnside		BURNSIDERIVER	Burnside River	Burnside River	1993-12-14
1	-561869	-794595	54.2166667	-125.7666667	541300	-1254600	CF11	NN10-04	P	PPL		CA	02				N				BURNSLAKE	Burns Lake	Burns Lake	1993-12-14
1	-561870	-794596	47.7	 -65.1666667	474200	-651000	LT38	NL20-01	P	PPL		CA	04				N				BURNSVILLE	Burnsville	Burnsville	1993-12-14
1	-561871	-794597	49.2333333	 -55.0333333	491400	-550200	XQ45	NM21-09	H	BAY		CA	05				N				BURNTBAY	Burnt Bay	Burnt Bay	1993-12-14
1	-561872	-794598	47.2	 -65.15	471200	-650900	LT32	NL20-01	P	PPL		CA	04				N				BURNTCHURCH	Burnt Church	Burnt Church	1993-12-14
1	-561873	-794599	45.3166667	 -63.7833333	451900	-634700	MR31	NL20-08	P	PPL		CA	07				N				BURNTCOAT	Burntcoat	Burntcoat	1993-12-14
1	-561874	-794600	45.3	 -63.8166667	451800	-634900	MR31	NL20-08	T	PT		CA	07				N				BURNTCOATHEAD	Burntcoat Head	Burntcoat Head	1993-12-14
1	-561875	-794601	54.8166667	 -66.8833333	544900	-665300	FA37	NN19-06	P	PPL		CA	10				N				BURNTCREEK	Burnt Creek	Burnt Creek	1993-12-14
1	-561876	-794602	66.6833333	-138.1333333	664100	-1380800	FP29	NQ07-06	H	STM		CA	12				N				BURNTHILLCREEK	Burnthill Creek	Burnthill Creek	1993-12-14
1	-561877	-794603	61.0833333	-114.0833333	610500	-1140500	PH57	NP11-10	T	ISLS 		CA	13				N				BURNTISLANDS	Burnt Islands	Burnt Islands	1993-12-14
1	-561756	-794604	52.25	 -63.8	521500	-634800	MC48	NN20-11	H	LK		CA	10				V				BURNTLAKE	Burnt Lake	Burnt Lake	1993-12-14
1	-561878	-794605	67.5333333	-133.55	673200	-1333300	NV69	NQ07-04	H	LK		CA	13				N				BURNTLAKE	Burnt Lake	Burnt Lake	1993-12-14
1	429697	549617	54.8091667	-110.4297222	544833	-1102547	WF37	NN12-05	H	LK		CA	01				N				BURNTLAKE	Burnt Lake	Burnt Lake	1999-04-05
1	429822	549760	54.6911111	-112.3222222	544128	-1121920	VF16	NN12-04	H	LK		CA	01				N				BURNTLAKE	Burnt Lake	Burnt Lake	1999-04-05
1	-561879	-794606	61.25	-115.85	611500	-1155100	NH69	NP11-10	T	PT		CA	13				N				BURNTPOINT	Burnt Point	Burnt Point	1993-12-14
1	-561880	-794607	55.2333333	 -84.1333333	551400	-840800	FG82	NN16-03	H	STM		CA	08				V				BURNTPOINTBROOK	Burnt Point Brook	Burnt Point Brook	1993-12-14
1	-561880	-794608	55.2333333	 -84.1333333	551400	-840800	FG82	NN16-03	H	STM		CA	08				N				BURNTPOINTCREEK	Burntpoint Creek	Burntpoint Creek	1993-12-14
1	-561881	-794609	48.2	 -57.3166667	481200	-571900	VP73	NM21-11	H	PND		CA	05				N				BURNTPOND	Burnt Pond	Burnt Pond	1993-12-14
1	-561882	-794610	55.3333333	-121.75	552000	-1214500	EG73	NN10-03	H	STM		CA	02				N		Burnt		BURNTRIVER	Burnt River	Burnt River	1993-12-14
1	-561883	-794611	58.9333333	-110.6166667	585600	-1103700	WL23	NO12-05	T	ISL		CA	01				N				BURNTWOODISLAND	Burntwood Island	Burntwood Island	1993-12-14
1	-561884	-794612	55.3833333	-100.25	552300	-1001500	MG23	NN14-01	H	LK		CA	03				N				BURNTWOODLAKE	Burntwood Lake	Burntwood Lake	1993-12-14
1	-561885	-794613	51.65	 -78.9333333	513900	-785600	PT42	NM17-03	T	PT		CA	10				N				BURNTWOODPOINT	Burntwood Point	Burntwood Point	1993-12-14
1	-561886	-794614	56.1333333	 -96.55	560800	-963300	PH52	NO14-12	H	STM		CA	03				N		Burntwood		BURNTWOODRIVER	Burntwood River	Burntwood River	1993-12-14
1	-561887	-794615	52.05	-105.1333333	520300	-1050800	DT96	NN13-11	P	PPL		CA	11				N				BURR	Burr	Burr	1993-12-14
1	-569648	-794616	49.35	 -97.3833333	492100	-972300	PV16	NM14-09	H	STM		CA	03				V				BURR	Burr	Burr	1993-12-14
1	-561888	-794617	49.3	-123.2333333	491800	-1231400	DV86	NM10-08	H	INLT 		CA	02				N				BURRARDINLET	Burrard Inlet	Burrard Inlet	1993-12-14
1	-561889	-794618	80.95	 -83.0	805700	-830000	MK68	NU13-15	T	MT		CA	14				N				BURRILL MOUNT	Mount Burrill	Mount Burrill	1993-12-14
1	-561890	-794619	48.6833333	 -93.65	484100	-933900	VP59	NM15-11	P	PPL		CA	08				N				BURRISS	Burriss	Burriss	1993-12-14
1	-561891	-794620	69.8333333	-124.25	695000	-1241500	DC54	NR09-08	T	ISLS 		CA	13				N				BURROWISLANDS	Burrow Islands	Burrow Islands	1993-12-14
1	-561892	-794621	49.95	 -86.7166667	495700	-864300	EA23	NM16-08	H	LK		CA	08				N				BURROWSLAKE	Burrows Lake	Burrows Lake	1993-12-14
1	-561893	-794622	50.65	-109.9166667	503900	-1095500	WB71	NM12-06	P	PPL		CA	11				N				BURSTALL	Burstall	Burstall	1993-12-14
1	-561894	-794623	59.3333333	-110.2	592000	-1101200	WL47	NO12-02	H	LK		CA	01				N				BURSTALLLAKE	Burstall Lake	Burstall Lake	1993-12-14
1	-561895	-794624	63.6166667	 -84.2833333	633700	-841700	FR35	NP15-04	H	STM		CA	14				N				BURSTINGBROOK	Bursting Brook	Bursting Brook	1993-12-14
1	-561896	-794625	63.6166667	 -68.25	633700	-681500	EL35	NP19-02	H	BAY		CA	14				N				BURTONBAY	Burton Bay	Burton Bay	1993-12-14
1	-561897	-794626	52.3	 -97.4	521800	-972400	PC09	NN14-12	T	ISL		CA	03				N				BURTONISLAND	Burton Island	Burton Island	1993-12-14
1	-561898	-794627	54.75	 -78.3333333	544500	-782000	PA77	NN17-06	H	LK		CA	10				N				BURTONLAKE	Burton Lake	Burton Lake	1993-12-14
1	-561899	-794628	46.2333333	 -80.8666667	461400	-805200	NM11	NL17-05	P	PPL		CA	08				N				BURWASH	Burwash	Burwash	1993-12-14
1	-561900	-794630	61.35	-139.0	612100	-1390000	FJ00	NP07-10	P	PPL		CA	12				V				BURWASH	Burwash	Burwash	1993-12-14
1	-564343	-794629	46.3	 -80.8	461800	-804800	NM12	NL17-05	P	PPL		CA	08				V				BURWASH	Burwash	Burwash	1993-12-14
1	-561900	-794631	61.35	-139.0	612100	-1390000	FJ00	NP07-10	P	PPL		CA	12				N				BURWASHLANDING	Burwash Landing	Burwash Landing	1993-12-14
1	-561901	-794632	56.3833333	 -78.8	562300	-784800	PC35	NO17-12	T	PT		CA	14				N				BURWASHPOINT	Burwash Point	Burwash Point	1993-12-14
1	-561899	-794633	46.2333333	 -80.8666667	461400	-805200	NM11	NL17-05	P	PPL		CA	08				V				BURWASHSTATION	Burwash Station	Burwash Station	1993-12-14
1	-571561	-794634	60.4166667	 -64.8166667	602500	-644900	LM99	NP19-15	P	PPLQ 		CA	14				V				BURWELL	Burwell	Burwell	1993-12-14
1	-561902	-794635	53.95	-113.9	535700	-1135400	UE08	NN12-07	P	PPL		CA	01				N				BUSBY	Busby	Busby	1993-12-14
1	357482	445053	60.4833333	 -64.7166667	602900	-644300	MN00	NP19-15	T	ISL		CA	14				N				BUSHISLAND	Bush Island	Bush Island	1998-01-13
1	-561903	-794636	52.1833333	 -97.7833333	521100	-974700	NC88	NN14-12	T	ISL		CA	03				N				BUSHKEGAISLAND	Bushkega Island	Bushkega Island	1993-12-14
1	-561904	-794637	52.1333333	 -97.7666667	520800	-974600	NC87	NN14-12	T	PT		CA	03				N				BUSHKEGAPOINT	Bushkega Point	Bushkega Point	1993-12-14
1	-561905	-794638	67.1166667	-133.7833333	670700	-1334700	NV54	NQ07-04	H	LK		CA	13				N				BUSHMANLAKE	Bushman Lake	Bushman Lake	1993-12-14
1	-561906	-794639	66.15	 -84.6333333	660900	-843800	FU03	NQ15-08	T	ISL		CA	14				N				BUSHNANISLAND	Bushnan Island	Bushnan Island	1993-12-14
1	-561907	-794640	51.5	 -71.75	513000	-714500	CT00	NM19-01	H	LK		CA	10				N				BUSSY LAC	Lac Bussy	Lac Bussy	1993-12-14
1	-561908	-794641	58.8	-110.7333333	584800	-1104400	WL11	NO12-05	T	ISL		CA	01				N				BUSTARDISLAND	Bustard Island	Bustard Island	1993-12-14
1	-561900	-794642	61.35	-139.0	612100	-1390000	FJ00	NP07-10	P	PPL		CA	12				V				BUSWASHLANDING	Buswash Landing	Buswash Landing	1993-12-14
1	-561909	-794643	53.15	-128.6833333	530900	-1284100	WU28	NN09-08	P	PPL		CA	02				N				BUTEDALE	Butedale	Butedale	1993-12-14
1	-561910	-794644	50.5833333	-124.9166667	503500	-1245500	CB60	NM10-04	H	BAY		CA	02				N				BUTEINLET	Bute Inlet	Bute Inlet	1993-12-14
1	-561911	-794645	77.4666667	 -99.9833333	772800	-995900	ML79	NT13-10	T	PT		CA	14				N				BUTLER CAPE	Cape Butler	Cape Butler	1993-12-14
1	-561912	-794646	63.2	 -64.9166667	631200	-645500	MR00	NP19-03	H	BAY		CA	14				N				BUTLERBAY	Butler Bay	Butler Bay	1993-12-14
1	-561913	-794647	56.65	-102.7166667	563900	-1024300	FC38	NO13-12	T	ISL		CA	11				N				BUTLERISLAND	Butler Island	Butler Island	1993-12-14
1	-561914	-794648	56.2166667	 -95.3333333	561300	-952000	UC53	NO15-10	H	LK		CA	03				N				BUTNAULAKE	Butnau Lake	Butnau Lake	1993-12-14
1	-561915	-794649	75.85	-120.55	755100	-1203300	EK61	NS09-03	H	BAY		CA	13				N				BUTTERBAY	Butter Bay	Butter Bay	1993-12-14
1	-561916	-794650	62.9666667	 -64.8	625800	-644800	MQ08	NP19-07	H	BAY		CA	14				N				BUTTERFLYBAY	Butterfly Bay	Butterfly Bay	1993-12-14
1	-561917	-794651	54.4333333	 -97.3	542600	-971800	PF13	NN14-06	H	LK		CA	03				N				BUTTERFLYLAKE	Butterfly Lake	Butterfly Lake	1993-12-14
1	-566000	-794652	46.0	 -65.3166667	460000	-651900	LR29	NL20-04	P	PPL		CA	04				V				BUTTERNUTRIDGE	Butternut Ridge	Butternut Ridge	1993-12-14
1	-561918	-794653	80.55	 -87.75	803300	-874500	DQ84	NU13-15	T	PT		CA	14				N				BUTTERPORRIDGEPOINT	Butter Porridge Point	Butter Porridge Point	1993-12-14
1	-561919	-794654	49.75	-125.5833333	494500	-1253500	CA11	NM10-07	H	LK		CA	02				N				BUTTLELAKE	Buttle Lake	Buttle Lake	1993-12-14
1	-561920	-794655	64.4166667	 -84.5	642500	-843000	FS24	NQ15-16	T	HLLS 		CA	14				N				BUTTOCKS THE	The Buttocks	The Buttocks	1993-12-14
1	-561921	-794656	58.75	 -94.4166667	584500	-942500	VF11	NO15-04	H	BAY		CA	03				N				BUTTONBAY	Button Bay	Button Bay	1993-12-14
1	-561922	-794657	60.6333333	 -64.6666667	603800	-644000	MN02	NP19-15	T	ISLS 		CA	14				N				BUTTONISLANDS	Button Islands	Button Islands	1993-12-14
1	-561923	-794658	72.85	 -76.15	725100	-760900	VF68	NS17-11	T	PT		CA	14				N				BUTTONPOINT	Button Point	Button Point	1993-12-14
1	-561924	-794659	59.6	 -69.4166667	593600	-692500	DG70	NO19-02	T	ISL		CA	14				N				BUTTRESSISLAND	Buttress Island	Buttress Island	1993-12-14
1	-561925	-794660	54.3	-130.25	541800	-1301500	VA11	NN09-04	H	RPDS 		CA	02				N				BUTZERAPIDS	Butze Rapids	Butze Rapids	1993-12-14
1	-561926	-794661	75.25	-105.25	751500	-1051500	DD95	NS13-01	H	CHN		CA	14				N				BYAMCHANNEL	Byam Channel	Byam Channel	1993-12-14
1	-561927	-794662	73.45	 -77.1833333	732700	-771100	VG35	NS17-08	T	CAPE 		CA	14				N				BYAMMARTIN CAPE	Cape Byam Martin	Cape Byam Martin	1993-12-14
1	-561928	-794663	76.0	-105.0	760000	-1050000	EE03	NT13-13	H	CHN		CA	14				N				BYAMMARTINCHANNEL	Byam Martin Channel	Byam Martin Channel	1993-12-14
1	-561929	-794664	75.25	-104.25	751500	-1041500	ED25	NS13-01	T	ISL		CA	14				N				BYAMMARTINISLAND	Byam Martin Island	Byam Martin Island	1993-12-14
1	-561930	-794665	73.3333333	 -78.5	732000	-783000	NB83	NS17-08	T	MTS		CA	14				N				BYAMMARTINMOUNTAINS	Byam Martin Mountains	Byam Martin Mountains	1993-12-14
1	-561931	-794666	66.0	-124.8333333	660000	-1245000	DU12	NQ09-07	H	BAY		CA	13				N				BYDANDBAY	Bydand Bay	Bydand Bay	1993-12-14
1	-561932	-794667	52.5666667	-129.4	523400	-1292400	VU72	NN09-11	T	ISLS 		CA	02				N				BYERSISLANDS	Byers Islands	Byers Islands	1993-12-14
1	-561933	-794668	48.6833333	 -81.7166667	484100	-814300	MP49	NM17-11	T	HLL		CA	08				N				BYERSMOUNTAIN	Byers Mountain	Byers Mountain	1993-12-14
1	-561934	-794669	58.4166667	 -94.1333333	582500	-940800	VE37	NO15-04	S	RSTN 		CA	03				N				BYLOT	Bylot	Bylot	1993-12-14
1	-561935	-794670	65.3333333	 -84.1166667	652000	-840700	FT34	NQ15-12	T	CAPE 		CA	14				N				BYLOT CAPE	Cape Bylot	Cape Bylot	1993-12-14
1	-561936	-794671	73.3333333	 -78.5	732000	-783000	NB83	NS17-08	T	ISL		CA	14				N				BYLOTISLAND	Bylot Island	Bylot Island	1993-12-14
1	-561937	-794672	60.9	-134.35	605400	-1342100	NN35	NP07-16	T	MT		CA	12				N				BYNG MOUNT	Mount Byng	Mount Byng	1993-12-14
1	-561938	-794673	45.7666667	 -80.55	454600	-803300	NL36	NL17-08	P	PPL		CA	08				N				BYNGINLET	Byng Inlet	Byng Inlet	1993-12-14
1	-561652	-794674	47.7833333	 -61.4666667	474700	-612800	PT19	NL20-03	T	ISL		CA	10				V				BYRON	Byron	Byron	1993-12-14
1	-561939	-794675	61.45	-140.4166667	612700	-1402500	EJ31	NP07-10	T	MT		CA	12				N				BYRON MOUNT	Mount Byron	Mount Byron	1993-12-14
1	-561940	-794676	54.65	 -57.6833333	543900	-574100	VA55	NN21-05	H	BAY		CA	05				N				BYRONBAY	Byron Bay	Byron Bay	1993-12-14
1	-561941	-794677	68.9166667	-108.4166667	685500	-1082500	XB04	NR11-12	H	BAY		CA	14				N				BYRONBAY	Byron Bay	Byron Bay	1993-12-14
1	-561942	-794678	52.9166667	-129.5	525500	-1293000	VU66	NN09-11	H	SD		CA	02				N				CAAMANOSOUND	Caamaño Sound	Caamano Sound	1993-12-14
1	435176	556463	54.0783333	-108.2533333	540442	-1081512	XE79	NN12-06	P	PPL		CA	11				N				CABANA	Cabana	Cabana	1999-04-21
1	-561943	-794679	47.6833333	 -68.8833333	474100	-685300	EN08	NL19-02	P	PPL		CA	10				N				CABANO	Cabano	Cabano	1993-12-14
1	-562827	-794680	62.95	 -64.75	625700	-644500	MQ18	NP19-07	T	CAPE 		CA	14				V				CABBYCAPE	Cabby Cape	Cabby Cape	1993-12-14
1	-561944	-794681	51.6833333	-119.6	514100	-1193600	LT22	NM11-01	H	STM		CA	02				N				CABINCREEK	Cabin Creek	Cabin Creek	1993-12-14
1	-561945	-794682	60.25	-129.1333333	601500	-1290800	VG97	NP09-13	H	STM		CA	12				N				CABINCREEK	Cabin Creek	Cabin Creek	1993-12-14
1	-561946	-794683	60.7333333	-130.2666667	604400	-1301600	VH33	NP09-13	H	STM		CA	12				N				CABINCREEK	Cabin Creek	Cabin Creek	1993-12-14
1	-565039	-794684	59.3666667	 -69.4333333	592200	-692600	DF78	NO19-02	T	PT		CA	10				V				CABLEPOINT	Cable Point	Cable Point	1993-12-14
1	-561947	-794685	47.3833333	 -76.5833333	472300	-763500	UT84	NL18-01	H	RSV		CA	10				N				CABONGARESERVOIR	Cabonga Reservoir	Cabonga Reservoir	1993-12-14
1	-561950	-794690	47.1666667	 -59.5	471000	-593000	UN12	NL21-01	H	STRT 		CA	00				N	FR		Détroit	CABOT DETROITDE	Détroit de Cabot	Detroit de Cabot	1998-03-24
1	-561948	-794687	45.2333333	 -81.2833333	451400	-811700	ML70	NL17-08	T	CAPE 		CA	08				N				CABOTHEAD	Cabot Head	Cabot Head	1993-12-14
1	357493	445066	60.4333333	 -64.45	602600	-642700	MN20	NP19-15	T	ISL		CA	14				N				CABOTISLAND	Cabot Island	Cabot Island	1998-01-13
1	-561949	-794688	49.1666667	 -53.3666667	491000	-532200	CV24	NM22-07	T	ISLS 		CA	05				N				CABOTISLANDS	Cabot Islands	Cabot Islands	1993-12-14
1	-561950	-794689	47.1666667	 -59.5	471000	-593000	UN12	NL21-01	H	STRT 		CA	00				N	EN			CABOTSTRAIT	Cabot Strait	Cabot Strait	1998-03-24
1	-561951	-794691	50.6166667	-108.45	503700	-1082700	XB81	NM12-06	P	PPL		CA	11				N				CABRI	Cabri	Cabri	1993-12-14
1	-561952	-794692	50.8833333	 -66.9666667	505300	-665800	FS43	NM19-06	H	LK		CA	10				N				CACAOUILAKE	Cacaoui Lake	Cacaoui Lake	1993-12-14
1	-561953	-794693	49.9833333	-127.15	495900	-1270900	XR33	NM09-09	P	PPL		CA	02				N				CACHALOT	Cachalot	Cachalot	1993-12-14
1	-561954	-794694	49.8333333	 -67.0333333	495000	-670200	FR42	NM19-09	H	COVE 		CA	10				N				CACHE ANSEDELA	Anse de la Cache	Anse de la Cache	1993-12-14
1	-561955	-794695	50.7	 -68.6333333	504200	-683800	ES21	NM19-05	H	LK		CA	10				N				CACHE LACDELA	Lac de la Cache	Lac de la Cache	1993-12-14
1	-561956	-794696	48.2166667	 -91.0166667	481300	-910100	XP44	NM15-12	H	BAY		CA	10				N				CACHEBAY	Cache Bay	Cache Bay	1993-12-14
1	-561957	-794697	50.8	-121.3166667	504800	-1211900	FB12	NM10-06	P	PPL		CA	02				N				CACHECREEK	Cache Creek	Cache Creek	1993-12-14
1	-561958	-794698	61.75	-140.95	614500	-1405700	EJ04	NP07-10	H	STM		CA	02				N				CACHECREEK	Cache Creek	Cache Creek	1993-12-14
1	-561959	-794699	82.6	 -63.35	823600	-632100	MS97	NU19-05	H	STM		CA	14				N				CACHECREEK	Cache Creek	Cache Creek	1993-12-14
1	429029	548717	54.15	-111.7666667	540900	-1114600	VF40	NN12-05	H	STM		CA	01				N				CACHECREEK	Cache Creek	Cache Creek	1999-04-05
1	-561960	-794700	50.0333333	 -66.8333333	500200	-665000	FR54	NM19-06	H	BAY		CA	10				N				CACHEE BAIE	Baie Cachée	Baie Cachee	1993-12-14
1	429020	548708	54.0980556	-111.7763889	540553	-1114635	VE49	NN12-05	H	LK		CA	01				N				CACHELAKE	Cache Lake	Cache Lake	1999-04-05
1	429302	549025	54.9330556	-111.9138889	545559	-1115450	VF48	NN12-05	H	LK		CA	01				N				CACHELAKE	Cache Lake	Cache Lake	1999-04-05
1	429900	549850	54.9025	-112.0997222	545409	-1120559	VF28	NN12-04	H	LK		CA	01				N				CACHELAKE	Cache Lake	Cache Lake	1999-04-05
1	-561961	-794701	68.7166667	-113.5833333	684300	-1133500	UB92	NR11-11	T	PT		CA	14				N				CACHEPOINT	Cache Point	Cache Point	1993-12-14
1	-561959	-794702	82.6	 -63.35	823600	-632100	MS97	NU19-05	H	STM		CA	14				V				CACHERIVER	Cache River	Cache River	1993-12-14
1	-561962	-794703	50.4666667	 -75.0	502800	-750000	WA09	NM18-05	H	LK		CA	10				N				CACHISCALAKE	Cachisca Lake	Cachisca Lake	1993-12-14
1	-572844	-794704	47.9166667	 -69.5	475500	-693000	DP60	NL19-02	P	PPL		CA	10				V				CACOUNA	Cacouna	Cacouna	1993-12-14
1	-561963	-794705	50.1	-105.4166667	500600	-1052500	DR74	NM13-05	T	HLLS 		CA	11				N				CACTUSHILLS THE	The Cactus Hills	The Cactus Hills	1993-12-14
1	-561964	-794706	49.8333333	 -95.2333333	495000	-951400	UR32	NM15-07	H	LK		CA	03				N				CADDYLAKE	Caddy Lake	Caddy Lake	1993-12-14
1	-561965	-794707	48.2166667	 -78.3833333	481300	-782300	PP94	NM17-12	P	PPL		CA	10				N				CADILLAC	Cadillac	Cadillac	1993-12-14
1	-561966	-794708	49.7166667	-107.7333333	494300	-1074400	CR01	NM13-07	P	PPL		CA	11				N				CADILLAC	Cadillac	Cadillac	1993-12-14
1	-561967	-794709	78.2	 -76.0	781200	-760000	VM78	NT17-06	H	BAY		CA	14				N				CADOGANINLET	Cadogan Inlet	Cadogan Inlet	1993-12-14
1	-561968	-794710	56.4333333	-116.3833333	562600	-1162300	NC35	NO11-11	H	LK		CA	01				N				CADOTTELAKE	Cadotte Lake	Cadotte Lake	1993-12-14
1	-561969	-794711	53.3	-104.1333333	531800	-1040800	EV50	NN13-08	H	RPDS 		CA	11				N				CADOTTERAPIDS	Cadotte Rapids	Cadotte Rapids	1993-12-14
1	-561970	-794712	67.55	-138.9666667	673300	-1385800	EQ89	NQ07-02	H	LK		CA	12				N				CADZOWLAKE	Cadzow Lake	Cadzow Lake	1993-12-14
1	397183	495650	47.5638889	 -52.69	473350	-524124	CT76	NL22-01	T	PT		CA	05				N				CAHILLPOINT	Cahill Point	Cahill Point	1999-03-18
1	-561971	-794713	46.5833333	 -65.7166667	463500	-654300	KS96	NL20-04	H	STM		CA	04				V				CAINRIVER	Cain River	Cain River	1993-12-14
1	-561971	-794714	46.5833333	 -65.7166667	463500	-654300	KS96	NL20-04	H	STM		CA	04				N		Cains		CAINSRIVER	Cains River	Cains River	1993-12-14
1	-561972	-794715	82.5166667	 -62.2333333	823100	-621400	NS16	NU19-06	T	BUTE 		CA	14				V				CAIRN BUTTEAU	Butte-au- Cairn	Butte-au- Cairn	1993-12-14
1	-561972	-794716	82.5166667	 -62.2333333	823100	-621400	NS16	NU19-06	T	BUTE 		CA	14				N				CAIRNBUTTE	Cairn Butte	Cairn Butte	1993-12-14
1	-561973	-794717	56.1333333	 -76.3	560800	-761800	VH12	NO18-10	T	ISL		CA	10				N				CAIRNISLAND	Cairn Island	Cairn Island	1993-12-14
1	-561974	-794718	62.65	 -91.75	623900	-914500	WK64	NP15-06	T	ISL		CA	14				N				CAIRNS ISLEOF	Isle of Cairns	Isle of Cairns	1993-12-14
1	-561975	-794719	51.7	 -94.5	514200	-943000	UT92	NM15-01	H	LK		CA	08				N				CAIRNSLAKE	Cairns Lake	Cairns Lake	1993-12-14
1	-561976	-794720	57.65	-103.3333333	573900	-1032000	ED99	NO13-09	H	LK		CA	11				N				CAIRNSLAKE	Cairns Lake	Cairns Lake	1993-12-14
1	-561977	-794721	78.95	-100.1666667	785700	-1001000	MN76	NT13-06	T	CAPE 		CA	14				N				CAIRO CAPE	Cape Cairo	Cape Cairo	1993-12-14
1	-561978	-794722	56.5833333	 -78.7833333	563500	-784700	PC37	NO17-12	T	ISL		CA	14				N				CAKEISLAND	Cake Island	Cake Island	1993-12-14
1	-561979	-794723	45.3	 -76.7166667	451800	-764300	UR61	NL18-07	P	PPL		CA	08				N				CALABOGIE	Calabogie	Calabogie	1993-12-14
1	-561980	-794724	51.15	-101.75	510900	-1014500	LB07	NM14-01	P	PPL		CA	11				N				CALDER	Calder	Calder	1993-12-14
1	-561981	-794725	65.8666667	-115.25	655200	-1151500	NP70	NQ11-10	H	LK		CA	13				N				CALDERLAKE	Calder Lake	Calder Lake	1993-12-14
